16.1	0	0.245
16.2	0.1	3.080
16.3	0.2	4.624
16.5	0.4	4.670
16.7	0.6	4.673
16.9	0.8	4.666
17.2	1.1	4.651
17.5	1.4	4.630
17.7	1.6	4.534
18.0	1.9	3.940
18.5	2.4	2.898
19.0	2.9	2.244
20.0	3.9	1.447
21.0	4.9	1.059
23.0	6.9	0.683
25.0	8.9	0.517
27.0	10.9	0.433
29.0	12.9	0.379
31.0	14.9	0.359
